model,sentence_id,english,tamil,source_token_count,target_token_count,expansion_ratio,avg_word_length,subword_fragmentation,unknown_token_rate
MADLAD,97,Dr. Tony Moll discovered the Extremely Drug Resistant Tuberculosis (XDR-TB) in the South African region KwaZulu-Natal.,டாக்டர் டோனி மோல் (Dr. Tony Moll) தென்னாப்பிரிக்காவின் குவாசுலு-நாடல் பகுதியில் மிகவும் மருந்து எதிர்ப்பு காசநோயை (Extremely Drug Resistant Tuberculosis - XDR-TB) கண்டுபிடித்தார்.,33,67,2.03,2.388,0.4188,0.0
MADLAD,98,"In an interview, he said the new variant was ""very highly troubling and alarming because of the very high fatality rate.""","ஒரு நேர்காணலில், அவர் புதிய வகை ""அதிகமான மரண விகிதத்தின் காரணமாக மிகவும் கவலைக்கிடமானது மற்றும் அச்சமூட்டும்"" என்று கூறினார்.",27,42,1.556,2.643,0.3784,0.0
MADLAD,99,"Some patients might have contracted the bug in the hospital, Dr. Moll thinks, and at least two were hospital health workers.","சில நோயாளிகளுக்கு மருத்துவமனையில் இந்த நோய் தொற்று ஏற்பட்டிருக்கலாம் என்று டாக்டர் மோல் நினைக்கிறார், மேலும் குறைந்தபட்சம் இரண்டு பேர் மருத்துவமனையின் சுகாதார பணியாளர்கள்.",27,47,1.741,3.277,0.3052,0.0
mT5,0,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.","▁"" We ▁now ▁have ▁4- month - old ▁ mice ▁that ▁are ▁non - dia bet ic ▁that ▁used ▁to ▁be ▁diabeti c ,"" ▁he ▁ added . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",28,82,2.929,4.061,0.2462,0.0
mT5,1,"Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.","▁Dr . ▁E hud ▁Ur , ▁professor ▁of ▁medicine ▁at ▁Dal hou sie ▁University ▁in ▁Hali fax , ▁Nova ▁Scot ia ▁and ▁chair ▁of ▁the ▁c linical ▁and ▁scientific ▁division ▁of ▁the ▁ Canadian ▁Diabetes ▁Association ▁c aution ed ▁that ▁the ▁research ▁is ▁still ▁in ▁its ▁ early ▁days . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",50,85,1.7,4.235,0.2361,0.0
mT5,2,"Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.","▁Like ▁some ▁other ▁ experts , ▁he ▁is ▁ ske ptical ▁about ▁w hether ▁diabetes ▁can ▁be ▁cur ed , ▁not ing ▁that ▁ these ▁ finding s ▁have ▁no ▁relevan ce ▁to ▁people ▁who ▁ already ▁have ▁Type ▁1 ▁diabetes . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",42,85,2.024,4.012,0.2493,0.0
mT5,3,"On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.","▁On ▁Monday , ▁Sara ▁Dani us , ▁permanent ▁ secretary ▁of ▁the ▁Nobel ▁Committee ▁for ▁ Literature ▁at ▁the ▁ Swedish ▁Academy , ▁public ly ▁ announced ▁ during ▁ a ▁radio ▁program ▁on ▁Sverige s ▁Radio ▁in ▁Sweden ▁the ▁ committee , ▁un able ▁to ▁ reach ▁Bob ▁D ylan ▁direct ly ▁about ▁ winning ▁the ▁2016 ▁Nobel ▁Priz e ▁in ▁ Literature , ▁had ▁abandon ed ▁its ▁ efforts ▁to ▁ reach ▁him . </s>",76,91,1.197,3.516,0.2844,0.0
mT5,4,"Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","▁Dani us ▁said , ▁"" Right ▁now ▁we ▁are ▁do ing ▁ nothing . ▁I ▁have ▁ called ▁and ▁sent ▁email s ▁to ▁his ▁ closest ▁collaborat or ▁and ▁receive d ▁ very ▁friendly ▁repli es . ▁For ▁now , ▁that ▁is ▁ certain ly ▁ enough ."" </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",48,86,1.792,3.721,0.2687,0.0
mT5,5,"Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.","▁Previous ly , ▁Ring ' s ▁CEO , ▁ Jamie ▁S imin off , ▁re marked ▁the ▁company ▁ started ▁ when ▁his ▁door bell ▁was n ' t ▁ audible ▁from ▁his ▁shop ▁in ▁his ▁garage . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",38,88,2.316,3.693,0.2708,0.0
mT5,6,"He built a WiFi door bell, he said.","▁He ▁ built ▁ a ▁WiFi ▁door ▁bell , ▁he ▁said . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",12,79,6.583,4.557,0.2194,0.0
mT5,7,Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,▁S imin off ▁said ▁sales ▁boost ed ▁after ▁his ▁2013 ▁ appearance ▁in ▁ a ▁Shark ▁Tank ▁episode ▁ where ▁the ▁show ▁panel ▁declin ed ▁ funding ▁the ▁startup . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,30,81,2.7,4.481,0.2231,0.0
mT5,8,"In late 2017, Siminoff appeared on shopping television channel QVC.","▁In ▁late ▁2017, ▁S imin off ▁ appear ed ▁on ▁shopping ▁television ▁channel ▁Q VC . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",16,80,5.0,4.65,0.2151,0.0
mT5,9,"Ring also settled a lawsuit with competing security company, the ADT Corporation.","▁Ring ▁also ▁se ttled ▁ a ▁law suit ▁with ▁competi ng ▁security ▁company , ▁the ▁ ADT ▁Corporation . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",19,80,4.211,4.638,0.2156,0.0
mT5,10,"While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.","▁ While ▁one ▁ experimental ▁ vaccine ▁ appear s ▁ able ▁to ▁reduce ▁E bola ▁ mortalit y , ▁up ▁ until ▁now , ▁no ▁drug s ▁have ▁been ▁clear ly ▁demonstrat ed ▁ s uitable ▁for ▁treat ing ▁exist ing ▁ infection . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",45,88,1.956,3.705,0.2699,0.0
mT5,11,"One antibody cocktail, ZMapp, initially showed promise in the field, but formal studies indicated it had less benefit than sought in preventing death.","▁One ▁anti body ▁cocktail , ▁ ZM app , ▁initial ly ▁show ed ▁ promise ▁in ▁the ▁field , ▁but ▁formal ▁studies ▁in dicated ▁it ▁had ▁less ▁benefit ▁than ▁ s ought ▁in ▁prevent ing ▁death . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",37,87,2.351,4.023,0.2486,0.0
mT5,12,"In the PALM trial, ZMapp served as a control, meaning scientists used it as a baseline and compared the three other treatments to it.","▁In ▁the ▁PAL M ▁trial , ▁ ZM app ▁ served ▁as ▁ a ▁control , ▁meaning ▁ scientist s ▁used ▁it ▁as ▁ a ▁ baseline ▁and ▁compare d ▁the ▁three ▁other ▁treatment s ▁to ▁it . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",38,83,2.184,3.952,0.253,0.0
mT5,13,USA Gymnastics supports the United States Olympic Committee's letter and accepts the absolute need of the Olympic family to promote a safe environment for all of our athletes.,▁USA ▁ Gymnasti c s ▁support s ▁the ▁United ▁States ▁ Olympic ▁Committee ' s ▁letter ▁and ▁accept s ▁the ▁ absolute ▁need ▁of ▁the ▁ Olympic ▁family ▁to ▁ promote ▁ a ▁safe ▁environment ▁for ▁all ▁of ▁our ▁ athlete s . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,43,84,1.953,4.107,0.2435,0.0
mT5,14,"We agree with the USOC's statement that the interests of our athletes and clubs, and their sport, may be better served by moving forward with meaningful change within our organization, rather than decertification.","▁We ▁agree ▁with ▁the ▁US OC ' s ▁statement ▁that ▁the ▁interest s ▁of ▁our ▁ athlete s ▁and ▁ clubs , ▁and ▁ their ▁sport , ▁may ▁be ▁better ▁ served ▁by ▁ moving ▁forward ▁with ▁meaning ful ▁change ▁ within ▁our ▁organization , ▁ra ther ▁than ▁de certification . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",51,87,1.706,3.943,0.2536,0.0
mT5,15,USA Gymnastics supports an independent investigation that may shine light on how abuse of the proportion described so courageously by the survivors of Larry Nassar could have gone undetected for so long and embraces any necessary and appropriate changes.,▁USA ▁ Gymnasti c s ▁support s ▁an ▁independent ▁ investigation ▁that ▁may ▁ shine ▁light ▁on ▁how ▁ abuse ▁of ▁the ▁proportion ▁de scribed ▁so ▁ courage ously ▁by ▁the ▁surviv ors ▁of ▁ Larry ▁Nas sar ▁ could ▁have ▁ gone ▁unde tected ▁for ▁so ▁long ▁and ▁ embra ces ▁any ▁ necessary ▁and ▁ appropriate ▁ changes . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,61,84,1.377,3.976,0.2515,0.0
mT5,16,"USA Gymnastics and the USOC have the same goal — making the sport of gymnastics, and others, as safe as possible for athletes to follow their dreams in a safe, positive and empowered environment.","▁USA ▁ Gymnasti c s ▁and ▁the ▁US OC ▁have ▁the ▁same ▁goal ▁— ▁ making ▁the ▁sport ▁of ▁gymnasti c s , ▁and ▁others , ▁as ▁safe ▁as ▁possible ▁for ▁ athlete s ▁to ▁follow ▁ their ▁ dreams ▁in ▁ a ▁safe , ▁positive ▁and ▁em powered ▁environment . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",51,78,1.529,3.718,0.269,0.0
mT5,17,"Throughout 1960s, Brzezinski worked for John F. Kennedy as his advisor and then the Lyndon B. Johnson administration.","▁ Through out ▁1960 s , ▁Brz ez inski ▁work ed ▁for ▁John ▁F . ▁Kennedy ▁as ▁his ▁ advisor ▁and ▁then ▁the ▁Lyn don ▁B . ▁Johnson ▁administration . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",30,77,2.567,4.117,0.2429,0.0
mT5,18,"During the 1976 selections he advised Carter on foreign policy, then served as National Security Advisor (NSA) from 1977 to 1981, succeeding Henry Kissinger.","▁Dur ing ▁the ▁1976 ▁selection s ▁he ▁ advise d ▁Carter ▁on ▁ foreign ▁policy , ▁then ▁ served ▁as ▁National ▁Security ▁ Advisor ▁( NSA ) ▁from ▁1977 ▁to ▁1981 , ▁succe eding ▁Henry ▁Kiss inger . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",38,79,2.079,4.013,0.2492,0.0
mT5,19,"As NSA, he assisted Carter in diplomatically handling world affairs, such as the Camp David Accords, 1978; normalizing US–China relations thought the late 1970s; the Iranian Revolution, which led to the Iran hostage crisis, 1979; and the Soviet invasion in Afghanistan, 1979.","▁As ▁ NSA , ▁he ▁assist ed ▁Carter ▁in ▁diplomat ically ▁handling ▁world ▁ affair s , ▁such ▁as ▁the ▁Camp ▁David ▁ Accord s , ▁1978 ; ▁normaliz ing ▁US – China ▁relations ▁thought ▁the ▁late ▁1970 s ; ▁the ▁I ranian ▁Revolution , ▁ which ▁led ▁to ▁the ▁Iran ▁ho stage ▁ crisis , ▁1979 ; ▁and ▁the ▁ Soviet ▁ invasion ▁in ▁Afghanistan , ▁1979 . </s>",69,87,1.261,3.218,0.3107,0.0
mT5,20,"The movie, featuring Ryan Gosling and Emma Stone, received nominations in all major categories.","▁The ▁movie , ▁featur ing ▁Ryan ▁Gos ling ▁and ▁Emma ▁Stone , ▁receive d ▁ nomination s ▁in ▁all ▁major ▁ categories . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",23,76,3.304,4.342,0.2303,0.0
mT5,21,Gosling and Stone received nominations for Best Actor and Actress respectively.,▁Gos ling ▁and ▁Stone ▁receive d ▁ nomination s ▁for ▁Best ▁ Actor ▁and ▁A ctress ▁ respectively . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,19,74,3.895,4.514,0.2216,0.0
mT5,22,"The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.","▁The ▁other ▁ nomination s ▁include ▁Best ▁Picture , ▁Director , ▁Cinema t ography , ▁Costume ▁Design , ▁Film - editing , ▁Original ▁Score , ▁Production ▁Design , ▁Sound ▁Edit ing , ▁Sound ▁Mix ing ▁and ▁Original ▁Screen play . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",40,86,2.15,3.919,0.2552,0.0
mT5,23,"Two songs from the movie, Audition (The Fools Who Dream) and City of Stars, received nominations for best original song. Lionsgate studio received 26 nominations — more than any other studio.","▁Two ▁songs ▁from ▁the ▁movie , ▁A udition ▁( The ▁Foo l s ▁Who ▁Dream ) ▁and ▁City ▁of ▁Stars , ▁receive d ▁ nomination s ▁for ▁best ▁original ▁song . ▁ Lions gate ▁studio ▁receive d ▁26 ▁ nomination s ▁— ▁more ▁than ▁any ▁other ▁studio . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",48,80,1.667,3.763,0.2658,0.0
mT5,24,"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.","▁Late ▁on ▁Sunday , ▁the ▁United ▁States ▁President ▁Donald ▁Trump , ▁in ▁ a ▁statement ▁deliver ed ▁via ▁the ▁press ▁ secretary , ▁ announced ▁US ▁ troop s ▁ would ▁be ▁le aving ▁ Syria . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",37,77,2.081,4.104,0.2437,0.0
mT5,25,The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,▁The ▁ announcement ▁was ▁made ▁after ▁Trump ▁had ▁ a ▁phone ▁conversation ▁with ▁ Turkish ▁President ▁Recep ▁Tay yip ▁ Erdoğan . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,22,72,3.273,4.819,0.2075,0.0
mT5,26,"Turkey would also take over guarding captured ISIS fighters which, the statement said, European nations have refused to repatriate.","▁ Turkey ▁ would ▁also ▁take ▁over ▁guard ing ▁captur ed ▁ ISIS ▁ fighter s ▁ which , ▁the ▁statement ▁said , ▁European ▁ nations ▁have ▁re fused ▁to ▁re patria te . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",34,77,2.265,4.039,0.2476,0.0
mT5,27,"This not only confirms that at least some dinosaurs had feathers, a theory already widespread, but provides details fossils generally cannot, such as color and three-dimensional arrangement.","▁This ▁not ▁only ▁confirm s ▁that ▁at ▁ least ▁some ▁dinosaur s ▁had ▁ feather s , ▁ a ▁ theory ▁ already ▁wide spread , ▁but ▁provide s ▁details ▁ fossil s ▁general ly ▁can not , ▁such ▁as ▁color ▁and ▁three - dimensional ▁arrangement . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",47,83,1.766,3.675,0.2721,0.0
mT5,28,. Scientists say this animal's plumage was chestnut-brown on top with a pale or carotenoid-colored underside.,▁ . ▁ Scientist s ▁say ▁this ▁animal ' s ▁plum age ▁was ▁chest nut - brown ▁on ▁top ▁with ▁ a ▁pale ▁or ▁caro t enoid - colored ▁under side . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,32,80,2.5,3.737,0.2676,0.0
mT5,29,The find also grants insight into the evolution of feathers in birds.,▁The ▁find ▁also ▁ grants ▁ insight ▁into ▁the ▁evolution ▁of ▁ feather s ▁in ▁ birds . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,18,72,4.0,4.569,0.2188,0.0
mT5,30,"Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.","▁ Because ▁the ▁dinosaur ▁ feather s ▁do ▁not ▁have ▁ a ▁well - developed ▁ shaft , ▁ called ▁ a ▁ rach is , ▁but ▁do ▁have ▁other ▁features ▁of ▁ feather s ▁— ▁bar b s ▁and ▁bar bule s ▁— ▁the ▁research ers ▁in ferred ▁the ▁ rach is ▁was ▁like ly ▁ a ▁later ▁evolution ary ▁development ▁that ▁ these ▁other ▁features . </s> <pad>",68,84,1.235,3.107,0.3218,0.0
mT5,31,"The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","▁The ▁ feather s ' ▁structure ▁suggest s ▁that ▁the y ▁were ▁not ▁used ▁in ▁flight ▁but ▁ra ther ▁for ▁temperature ▁ regulation ▁or ▁ display . ▁The ▁research ers ▁suggest ed ▁that , ▁even ▁though ▁this ▁is ▁the ▁tail ▁of ▁ a ▁young ▁dinosaur , ▁the ▁sample ▁ shows ▁adult ▁plum age ▁and ▁not ▁ a ▁ chick ' s ▁down . </s> <pad> <pad> <pad> <pad> <pad> <pad>",63,84,1.333,3.429,0.2917,0.0
mT5,32,"The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.","▁The ▁research ers ▁suggest ed ▁that , ▁even ▁though ▁this ▁is ▁the ▁tail ▁of ▁ a ▁young ▁dinosaur , ▁the ▁sample ▁ shows ▁adult ▁plum age ▁and ▁not ▁ a ▁ chick ' s ▁down . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",36,59,1.639,3.576,0.2796,0.0
mT5,33,"A car bomb detonated at police headquarters in Gaziantep, Turkey yesterday morning killed two police officers and injured more than twenty other people.","▁A ▁car ▁bomb ▁de ton ated ▁at ▁police ▁head quarter s ▁in ▁ Gaziantep , ▁ Turkey ▁yesterday ▁morning ▁ killed ▁two ▁police ▁ officer s ▁and ▁injur ed ▁more ▁than ▁ twenty ▁other ▁people . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",36,57,1.583,3.982,0.2511,0.0
mT5,34,The governor's office said nineteen of the injured were police officers.,▁The ▁govern or ' s ▁office ▁said ▁nine teen ▁of ▁the ▁injur ed ▁were ▁police ▁ officer s . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,19,56,2.947,4.143,0.2414,0.0
mT5,35,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,▁Police ▁said ▁the y ▁ suspect ▁an ▁alleg ed ▁Da esh ▁( ISI L ) ▁ militant ▁of ▁ responsibility ▁for ▁the ▁attack . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,24,57,2.375,3.965,0.2522,0.0
mT5,36,"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.","▁ They ▁found ▁the ▁Sun ▁operat ed ▁on ▁the ▁same ▁ basic ▁ principle s ▁as ▁other ▁stars : ▁The ▁activity ▁of ▁all ▁stars ▁in ▁the ▁system ▁was ▁found ▁to ▁be ▁ driven ▁by ▁ their ▁ luminos ity , ▁ their ▁ rotation , ▁and ▁ nothing ▁else . </s>",50,58,1.16,3.362,0.2974,0.0
mT5,37,"The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.","▁The ▁ luminos ity ▁and ▁ rotation ▁are ▁used ▁together ▁to ▁ determine ▁ a ▁star ' s ▁Ross by ▁number , ▁ which ▁is ▁ related ▁to ▁plasma ▁flow . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",31,56,1.806,3.839,0.2605,0.0
mT5,38,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.","▁The ▁small er ▁the ▁Ross by ▁number , ▁the ▁less ▁active ▁the ▁star ▁with ▁respect ▁to ▁ magnetic ▁revers als . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",21,53,2.524,4.547,0.2199,0.0
mT5,39,"During his trip, Iwasaki ran into trouble on many occasions.","▁Dur ing ▁his ▁trip , ▁I wasaki ▁ ran ▁into ▁trouble ▁on ▁many ▁ occasions . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",16,55,3.438,4.273,0.234,0.0
